archivo,tipo_doc,ruta,tiempo_parseo,tiempo_obtencion_header,tiempo_llm,tiempo_total
PMC1064095_table_2.jpg,image,data/pub/images/PMC1064095_table_2.jpg,0.011583089828491211,0.0,0.0,0.011583089828491211
PMC1064095_table_3.jpg,image,data/pub/images/PMC1064095_table_3.jpg,0.011394500732421875,0.0,0.0,0.011394500732421875
PMC1064082_table_1.jpg,image,data/pub/images/PMC1064082_table_1.jpg,0.011338233947753906,0.0,0.0,0.011338233947753906
PMC1064078_table_0.jpg,image,data/pub/images/PMC1064078_table_0.jpg,0.011931896209716797,0.0,0.0,0.011931896209716797
PMC1064081_table_2.jpg,image,data/pub/images/PMC1064081_table_2.jpg,0.01285862922668457,0.0,0.0,0.01285862922668457
PMC1064100_table_0.jpg,image,data/pub/images/PMC1064100_table_0.jpg,0.01161646842956543,0.0,0.0,0.01161646842956543
PMC1064076_table_3.jpg,image,data/pub/images/PMC1064076_table_3.jpg,0.01421046257019043,0.0,0.0,0.01421046257019043
PMC1064101_table_2.jpg,image,data/pub/images/PMC1064101_table_2.jpg,0.012152671813964844,0.0,0.0,0.012152671813964844
PMC1064080_table_0.jpg,image,data/pub/images/PMC1064080_table_0.jpg,0.013135671615600586,0.0,0.0,0.013135671615600586
PMC1064100_table_4.jpg,image,data/pub/images/PMC1064100_table_4.jpg,0.012115716934204102,0.0,0.0,0.012115716934204102
PMC1064078_table_6.jpg,image,data/pub/images/PMC1064078_table_6.jpg,0.011321544647216797,0.0,0.0,0.011321544647216797
PMC1064100_table_2.jpg,image,data/pub/images/PMC1064100_table_2.jpg,0.013056039810180664,0.0,0.0,0.013056039810180664
PMC1064084_table_0.jpg,image,data/pub/images/PMC1064084_table_0.jpg,0.013132333755493164,0.0,0.0,0.013132333755493164
PMC1064078_table_5.jpg,image,data/pub/images/PMC1064078_table_5.jpg,0.012987375259399414,0.0,0.0,0.012987375259399414
PMC1064095_table_1.jpg,image,data/pub/images/PMC1064095_table_1.jpg,0.013039350509643555,0.0,0.0,0.013039350509643555
PMC1064097_table_0.jpg,image,data/pub/images/PMC1064097_table_0.jpg,0.012974262237548828,0.0,0.0,0.012974262237548828
